lamb, beta, k, delta, p, c, K
-1.428918880026701199e+00,-5.170471820129438179e+00,2.686123074788448140e+00,1.753250711442559284e+00,4.958590962496763899e-01,-1.342023871428840165e-01,5.972735535321577452e+06
-9.617485836957779810e-01,-4.977550315288531202e+00,2.353646911652744311e+00,1.642658985504748870e+00,2.212557338935622897e-01,-2.173601352935345954e-01,5.972735535321577452e+06
-5.173647290670857490e-02,-4.496857600037141189e+00,1.949750738045827880e+00,1.301752873811161892e+00,-4.532276962840520729e-01,-2.359465435261628996e-01,5.972735535321577452e+06
-1.034171049589661662e-01,-4.442859154769304375e+00,1.861462047401748032e+00,1.251364531493551535e+00,-5.621254168737149781e-01,-2.620096992100751088e-01,5.972735535321577452e+06
-1.272659203602209965e+00,-4.339070140701968725e+00,1.029229745885408942e+00,1.737584308935297583e+00,-1.710428287320033824e-01,-1.299291270519517538e-02,5.972735535321577452e+06
-1.523103122566037193e+00,-4.570217640832911599e+00,1.171511395320075977e+00,1.703869424072057992e+00,1.333872377029698963e-02,-6.374827854235984304e-02,5.972735535321577452e+06
-2.911220842514845142e+00,-5.056616416567464078e+00,1.209937103765984290e+00,1.761168413190309145e+00,5.928126527140535895e-01,2.228491941884114258e-01,5.972735535321577452e+06
-2.815475027551732179e+00,-5.236880523774212648e+00,1.608940281911432901e+00,1.988938008459526507e+00,8.910034903118710936e-01,-8.167776776987600851e-03,5.972735535321577452e+06
-2.413989557817689313e+00,-5.099472704960745340e+00,1.701374818717159787e+00,2.085768233032463836e+00,8.351094492163553262e-01,-1.143553240950369032e-01,5.972735535321577452e+06
-2.867652576771138051e+00,-5.201335306841522232e+00,1.451171748291528729e+00,1.782030557472686239e+00,6.859309786780883877e-01,-2.573150436189763912e-02,5.972735535321577452e+06
-2.927435519977066747e+00,-5.283929128182474066e+00,2.249039972038074264e+00,1.445008386366204878e+00,3.891472425918599543e-01,1.438950687594084676e-01,5.972735535321577452e+06
-2.927435519977066747e+00,-5.283929128182474066e+00,2.249039972038074264e+00,1.445008386366204878e+00,3.891472425918599543e-01,1.438950687594084676e-01,5.972735535321577452e+06
-2.203844013312023176e+00,-5.476541705992189257e+00,2.435746333793629592e+00,1.374228415311476770e+00,4.976148921052927498e-01,-4.516985354597133351e-02,5.972735535321577452e+06
-1.689951405621488600e+00,-5.458112726891942046e+00,2.501420050934551220e+00,1.271129015546136554e+00,5.222215426090213164e-01,9.382093786442013972e-02,5.972735535321577452e+06
-9.425211293484352382e-01,-5.554349407266142791e+00,2.898372847754711046e+00,1.058912858349154273e+00,4.109438640518526253e-01,9.020695977261247722e-02,5.972735535321577452e+06
-7.878794509587498940e-01,-5.399540140739847338e+00,2.618007109490814166e+00,8.322687392852945454e-01,1.071644707775053496e-01,1.378314610236204274e-01,5.972735535321577452e+06
-9.842092254159818809e-01,-5.873799508318444218e+00,2.532490913139502808e+00,7.346128072375051055e-01,4.827434082433618157e-01,2.605576008034635738e-01,5.972735535321577452e+06
4.469073789811920938e-01,-5.097801716681957807e+00,2.642155981466604242e+00,1.406935336950009052e+00,2.362556632165420112e-01,-2.241089480139936141e-01,5.972735535321577452e+06
-3.301585852675930077e-01,-5.154992465637056043e+00,2.243009159457922674e+00,1.408315783422137812e+00,2.857487624641535384e-01,-2.821875383929155490e-01,5.972735535321577452e+06
-3.187706303909908501e-01,-5.541650101546245821e+00,1.965045090165785435e+00,1.601323294408468545e+00,6.413553047692350795e-01,-6.397281480449865665e-01,5.972735535321577452e+06
-1.192290772128365983e-01,-5.780670150477036806e+00,2.636380767316182538e+00,1.832958025382626310e+00,9.543853453171400325e-01,-8.948164318481577340e-01,5.972735535321577452e+06
-5.031501630329704433e-02,-5.167006987866022527e+00,2.138997107006073151e+00,2.057930604545852749e+00,6.810917937678020451e-01,-6.923333661954380602e-01,5.972735535321577452e+06
-2.592852414177903020e-01,-4.861470630763968792e+00,1.898634129724384056e+00,1.771785756387258548e+00,1.761163888709854630e-01,-9.612942219430307134e-01,5.972735535321577452e+06
-7.760723424031565343e-02,-4.249919864447316620e+00,1.456023727305611359e+00,2.056427881643650313e+00,-2.136460022334899511e-01,-1.656595729793493899e+00,5.972735535321577452e+06
-5.045055645255369647e-01,-4.157778060181618329e+00,1.937022538315494868e+00,1.812473772746229228e+00,-4.950217514852320866e-01,-1.285088738995246782e+00,5.972735535321577452e+06
-4.008431982488427359e-01,-4.068672346822499009e+00,1.898360356884534639e+00,1.742206044272154752e+00,-6.577199213885867035e-01,-1.357436034046983764e+00,5.972735535321577452e+06
-4.964024976371042008e-01,-4.226274340247043071e+00,1.660693530790872563e+00,1.828296257557632698e+00,-4.247725839460856356e-01,-1.303772212217138460e+00,5.972735535321577452e+06
-1.313447946697806179e+00,-3.971391219088116653e+00,2.759445132879622342e+00,2.150293503939562090e+00,-3.218989010802782991e-01,-9.676636242829804724e-01,5.972735535321577452e+06
-8.700496483468336262e-01,-4.688439540404971240e+00,2.806851486590208999e+00,1.663552720909594385e+00,-7.760315745602464066e-02,-8.873872607166863880e-01,5.972735535321577452e+06
-8.047113873415321361e-01,-4.819919405186444017e+00,2.941641451797853524e+00,1.655914516031620431e+00,-3.018641970039284694e-02,-7.402499848903241197e-01,5.972735535321577452e+06
-1.479108428996522839e-01,-4.464738153869793891e+00,2.853403052581492183e+00,2.159323616565855808e+00,1.948770876585517731e-02,-1.061172613809338916e+00,5.972735535321577452e+06
1.878310268029140528e-01,-4.751467234468876200e+00,1.916491611144061968e+00,1.877692022197305910e+00,1.504960981596129010e-01,-1.131130231527610386e+00,5.972735535321577452e+06
4.226552191615876586e-01,-4.792429290045626900e+00,2.510498899928338190e+00,1.388767946010214693e+00,-3.085536325401532221e-01,-1.447956335149281015e+00,5.972735535321577452e+06
1.283171526363321435e-01,-5.241166903679915556e+00,2.129429878708001489e+00,1.123811779426926449e+00,-1.071104534852012069e-01,-1.105549297436024592e+00,5.972735535321577452e+06
-3.671813361269663512e-01,-5.178764191653367099e+00,2.330342823537549179e+00,1.649041010116565564e+00,3.032704967500945425e-01,-1.383847540807384480e+00,5.972735535321577452e+06
-3.917597019479609477e-01,-5.516509313324035269e+00,1.778638974047479948e+00,1.857436198641713387e+00,6.839735370534373304e-01,-2.356718776258733605e+00,5.972735535321577452e+06
1.308125481241453336e-01,-5.525694416321031532e+00,1.530787155226189133e+00,2.052021764583293884e+00,7.810531044423185687e-01,-2.954876353286905122e+00,5.972735535321577452e+06
-7.524708073765733474e-01,-5.007275503338181721e+00,1.727801442476748717e+00,2.288532805717392815e+00,6.321730580190901838e-01,-1.817551442896541136e+00,5.972735535321577452e+06
-2.304687217736258731e-01,-5.233903420760966263e+00,2.212011088819900273e+00,2.005983047870257607e+00,5.869941183596585343e-01,-2.574672500232997763e+00,5.972735535321577452e+06
-2.796407877942310716e-01,-5.244984993907071846e+00,2.321437073213148405e+00,2.068456470041715622e+00,6.950835838881872508e-01,-2.553921916908684420e+00,5.972735535321577452e+06
-4.984822852569945617e-01,-5.156836603521670170e+00,2.653119687257529336e+00,2.123011632823613937e+00,7.279451167272561474e-01,-2.271201558141055621e+00,5.972735535321577452e+06
-4.696826397010669396e-01,-5.184232017884679244e+00,2.759029029632777075e+00,2.115352140161182781e+00,7.387300989543412744e-01,-2.287672859755065069e+00,5.972735535321577452e+06
