SSR, lamb, beta, k, delta, p, c, K
1.260654629401594118e+00,1.682611626945496042e-01,1.938783125645846843e-05,1.715476806016469569e+00,2.679574500281930240e+18,3.371241532755335168e+18,8.459068351361901250e+01,1.256812440537440963e+07
1.168711618424071958e+03,2.869938067475846441e-02,4.937419469707307952e-13,1.233920175409794817e+00,1.513234964854563796e+24,5.977341007936586914e+12,2.805779407483823597e+07,9.927368853873631451e+04
1.279898271934276854e+00,1.685543251205192106e-01,2.035549748997345586e-05,1.759379573305539957e+00,2.846487481720517120e+18,3.176509578145398784e+18,8.598700243668102416e+01,1.582021766906961612e+07
1.491590659648244221e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.443124832529751211e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
7.995099039452613354e-01,1.318555400752131346e-01,2.511742380641698630e-05,2.572480464789701937e+00,2.976641919501678592e+18,2.947135747108433920e+18,8.510261239662389698e+01,4.607809536264415830e+06
1.246453989799994666e+00,1.354857582281469575e-01,2.090751232639999455e-05,1.884308899700659401e+00,2.863159599891611136e+18,3.158720829533519872e+18,8.281365212763685690e+01,9.026090175809174776e+06
1.373209445799313144e+00,1.399924198327443525e-01,2.391415368733385710e-05,2.024989461433018167e+00,9.971104899728227840e+17,9.359132929764642816e+18,6.915199470210181971e+02,5.754243425789352506e+06
9.646241186946956647e-01,1.433203227499449950e-01,3.301806429543784451e-05,1.612668515736032093e+00,3.109180841946658816e+18,2.905038863723654656e+18,8.558175046515341933e+01,6.164950048457073048e+06
5.489169229144745259e+02,6.629218936283651828e+02,6.317133541864904769e-07,9.683084347116697188e+00,1.137194280187533558e+20,7.947475706779720000e+16,3.108550329314322425e+03,6.819144629403679864e+05
1.491773931077584159e+00,1.367056872966722625e-01,2.203316877066130596e-05,2.154306236605848301e+00,2.896879667555840512e+18,3.121154515196411904e+18,8.897099515775249756e+01,8.027561120824548416e+06
3.270160726376496996e+01,1.890714759583448390e-06,0.000000000000000000e+00,7.641748122833433854e+00,7.614461544938425781e+12,5.107877085721256788e+23,7.417710551925566984e-04,2.820675723710944410e+06
6.970662779514145146e-01,1.126801454163213617e-01,2.665660182520439417e-05,2.153339402194066388e+00,3.855784510915316224e+18,3.076392745216099328e+18,6.751470152006423575e+01,4.269833293710296974e+06
1.064200774215848799e+00,1.590129692385278681e-01,8.082302847102432067e-05,1.466754924276472805e+00,5.070804670228077568e+18,1.753861192219140096e+18,7.737334484214201780e+01,6.415712180059310049e+06
1.479808601515283595e+00,1.363646918336013092e-01,2.207101589120320854e-05,2.167256581390816894e+00,2.895655428806645760e+18,3.122473788034503168e+18,8.897046484625475671e+01,8.056916968252895400e+06
1.290137719915120051e+00,1.295922022544526708e-01,2.155233548819184987e-05,2.076782048316572205e+00,2.853502248260100608e+18,3.167595751552093696e+18,8.706981272317275966e+01,7.743319497299992479e+06
1.217409583873323653e+00,1.418741626392724664e-01,2.156384791509584979e-05,2.107485039644616975e+00,2.835802020464974336e+18,3.186001618585325056e+18,8.697887581622225639e+01,8.492054064214337617e+06
1.200831030003374655e+00,1.532674612467407604e-01,2.610052047702351774e-05,1.706822592556632268e+00,2.875263428069924864e+18,3.177086675155435520e+18,8.704639125589980608e+01,7.677117051144153811e+06
9.615703812990531452e-01,1.810386154973938899e-01,1.875823270540464773e-05,1.690533216652917448e+00,2.568883346957986304e+18,3.519542666687463936e+18,8.057002737827471606e+01,1.112907738590054773e+07
1.022115919364577685e+00,1.398254710245708521e-01,2.219658279989169210e-05,2.230338662003910510e+00,2.878806075197481984e+18,3.140749159334461952e+18,8.836470353162762592e+01,8.026391996198672801e+06
1.487076105846582008e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.248383865666726100e+00,1.302482666474974737e-01,2.159969971673645733e-05,2.104272974373596394e+00,2.845046009632850944e+18,3.186121439967407616e+18,8.698424755300356992e+01,7.616201551025684923e+06
2.961156173408311432e+01,6.045675374217548438e+13,2.127163059934701240e-46,1.781827798607587194e-19,3.942936716359878440e+55,2.292181178949934025e-19,4.791775132298541156e+38,2.991283740448123015e-08
1.491355361173777982e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.467202301953387966e+00,1.367646858041845492e-01,2.123350427036824810e-05,2.051445605526641902e+00,2.808277283086162944e+18,3.219621252826964480e+18,8.568843928258466747e+01,7.549631976761505939e+06
6.466512969611402095e-01,1.181890282179480361e-01,2.113137156456700174e-05,1.971458470436107557e+00,2.843249622362826752e+18,3.180699463804043776e+18,8.750487117868235032e+01,8.858542455920543522e+06
7.882872315015313491e-01,1.622528309641925737e-01,1.794816160119812302e-05,1.557301881125612075e+00,2.505012966018423808e+18,3.609290438672660480e+18,8.152028408483627686e+01,1.128374443428862654e+07
9.493675899188209755e-01,1.473405317932127701e-01,2.173077516664224015e-05,2.181637650561390362e+00,2.819615312069825024e+18,3.203531227268690944e+18,8.596784580827170430e+01,7.673532299400287680e+06
1.197442035967289264e+00,1.830817504356768988e-01,1.939045920393910757e-05,1.712093598520573412e+00,2.682791196806446592e+18,2.992618515502228992e+18,7.912686547455869857e+01,1.613078898607663251e+07
1.408225109710986800e+00,1.395166971132399958e-01,2.209830785928483226e-05,2.180809652136794341e+00,2.891997936077079040e+18,3.126432793366248960e+18,8.882329322469519184e+01,8.037225024816758931e+06
4.128964597142342763e-01,2.600376296250777042e-01,3.255094110554441756e-05,1.315887080653616925e+00,3.101242114709069824e+18,3.553344014874949120e+18,1.283991205153692761e+02,2.747254923075223342e+07
1.172697805010313399e+00,1.528895386731251860e-01,2.083600656327382484e-05,2.036262147449685589e+00,2.735382241028634112e+18,3.258177368228451328e+18,8.662012798056755969e+01,8.969144897972397506e+06
7.588726052697055691e-01,1.441797893744217740e-01,2.223613250870871267e-05,2.249671785628868381e+00,2.874074443747159040e+18,3.139374906542331904e+18,8.826207139659044287e+01,8.049265789983711205e+06
1.420935602569364242e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.521942239731153501e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.330096324813284658e+00,1.572477926639310741e-01,4.697319963421475042e-05,1.740873685488317779e+00,5.471044864728638464e+18,1.698846916562988032e+18,4.919627593283009759e+01,9.135791580678578466e+06
1.271388553987672587e+00,1.378381330359743084e-01,5.426280165012124746e-05,1.955669189602939007e+00,5.358145889258322944e+18,1.410835997108908032e+18,5.444475826360928039e+01,8.622436038759119809e+06
6.907204518591659737e-01,1.644046927901736121e-01,2.064930885388733525e-05,1.700330248145035750e+00,2.939150216138940928e+18,2.940223835927824896e+18,7.002835415613297698e+01,1.333611697963841632e+07
1.475386945662346072e+00,1.388313758569809375e-01,2.208569626327598688e-05,2.185781312013916899e+00,2.886235377134606848e+18,3.132682260738702848e+18,8.869425910566441473e+01,8.107362698463964276e+06
8.945091374825517860e-01,1.230646803966536085e-01,4.371063283344143162e-05,2.024685904727472341e+00,5.353047446141042688e+18,1.876555564602561024e+18,4.486532552638918503e+01,3.766884466781032737e+06
7.930629319824389345e-01,1.309479463060557458e-01,1.988998856311534837e-05,1.878745231746488553e+00,2.660633694622167040e+18,3.305414866819022336e+18,7.978627590783975165e+01,7.249877939525045455e+06
1.422883631843186336e+00,1.495844564789076958e-01,1.991254097007070915e-05,1.843718798758604338e+00,2.690366333873532928e+18,3.360541854189759488e+18,8.090457449062624562e+01,8.023370661296527833e+06
1.513183173483198640e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
inf,3.407875013428395276e-40,3.428427771811713979e-53,6.902226278053436759e-08,8.829610572146111363e+49,1.022223038434456756e-13,2.758722979756284109e+34,8.889007626981044224e+18
1.518465061931781879e+00,1.370301059058559867e-01,2.199785633940349095e-05,2.162778268170442164e+00,2.884252495102505984e+18,3.134817896582664192e+18,8.852719084456508369e+01,8.020464925992977805e+06
1.462130024866777456e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.509293431840681432e+00,1.374015013547320863e-01,2.204908959155667893e-05,2.163880671564476277e+00,2.893594865574620672e+18,3.124696870488570880e+18,8.886328375280405112e+01,8.033149688915468752e+06
9.130751453697368847e-01,1.574710280656824168e-01,1.943242253906683872e-05,1.640027846309702664e+00,2.749979492902109184e+18,3.289517143947166208e+18,8.006366251904857734e+01,1.275466933748638071e+07
1.251827129734058630e+00,1.290290733867842099e-01,2.204264460512596354e-05,2.158679725430890262e+00,2.894055416329187840e+18,3.123846842324397568e+18,8.897027481494004064e+01,8.135719731538693421e+06
1.496148426475038429e+00,1.367049856127086627e-01,2.203320907435086043e-05,2.154309740097138715e+00,2.896877464235123200e+18,3.121156890080520192e+18,8.897095546504006336e+01,8.027588321585388854e+06
1.319124912401540284e+00,1.408997614937598508e-01,2.208986289261702084e-05,2.207219870462521438e+00,2.872997213858722816e+18,3.144806321030779904e+18,8.815436246098373374e+01,8.011927934337739833e+06
1.481591955642624026e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.439037523930450924e+00,1.367041363968865275e-01,2.203319975372895620e-05,2.154313971732781940e+00,2.896880669482923520e+18,3.121153446006808064e+18,8.897108009112817228e+01,8.027602556266043335e+06
6.799682854063296977e-01,1.197553089629136008e-01,2.164753122681573194e-05,2.050876844138047161e+00,2.891421920534018048e+18,3.087342860138021376e+18,8.956247293207070470e+01,9.167493135975144804e+06
9.995926111940373060e-01,1.194698264795952120e-01,2.577193987780873036e-05,1.989613545112083548e+00,2.811875197773616640e+18,3.213710410054044160e+18,8.510572848366636833e+01,3.808814714159006719e+06
1.519251222885480201e+00,1.367070482744825732e-01,2.203331376622924331e-05,2.154360054667377788e+00,2.896871780532782080e+18,3.121163101005740032e+18,8.897082370526879913e+01,8.027639164980760776e+06
9.461245862564953146e-01,1.213103632420626521e-01,2.186026401880131209e-05,2.106044045986528612e+00,2.895460426120710656e+18,3.127840232312303616e+18,8.905236364029349261e+01,8.199832120840648189e+06
1.490538166673089915e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.504514544811546228e+00,1.367040633996409460e-01,2.203318494789738730e-05,2.154304719429748438e+00,2.896879919084395520e+18,3.121154244911472128e+18,8.897105205551794427e+01,8.027600572582606226e+06
1.424766184293859039e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
9.066750674902679386e-01,1.247748202276503099e-01,2.197795159448946207e-05,2.151818253788398305e+00,2.887663074369478144e+18,3.133287039197868032e+18,8.828668553532737917e+01,7.748798938472136855e+06
1.323194669163597403e+00,1.409153549067332922e-01,2.217070679266381744e-05,2.204517266067909542e+00,2.888198324006963200e+18,3.130538489611750400e+18,8.869285196690009343e+01,8.013541202945482917e+06
1.221560484651093903e+00,1.442809585177464993e-01,2.458733596461605856e-05,1.884855706344228388e+00,2.502504008877344768e+18,3.659271141262430208e+18,1.056417185602961410e+02,5.564704360696596093e+06
1.468350926484343955e+00,1.373430328457179994e-01,2.209364658198109200e-05,2.178164542971873452e+00,2.892839184600558080e+18,3.125513796990873600e+18,8.886731013110251354e+01,8.054304436300212517e+06
9.316843770658280732e-01,1.409852390911627285e-01,2.207909987549275352e-05,1.667668120348167804e+00,2.795734418176002048e+18,3.300953629292592128e+18,8.462306741743469729e+01,9.156068648054806516e+06
9.973172038126085770e-01,1.347103093146805042e-01,2.887721354440726302e-05,2.484528428957628599e+00,2.882108005616363520e+18,2.963185961175843840e+18,9.260295422860644976e+01,3.575099321686577052e+06
6.465351078980452471e-01,1.265585323659673134e-01,3.063100805191083483e-05,3.237078445367824298e+00,3.873561512950259200e+18,2.223688315709633280e+18,6.963497984447775480e+01,4.040247814699372277e+06
7.333379173405738527e-01,1.258943544063974296e-01,2.172631257100506759e-05,2.113852830955087025e+00,2.863587289556132352e+18,3.157366504486333952e+18,8.781107317173716353e+01,8.153070099641676992e+06
5.235882175624524404e-01,1.228744170748595349e-01,2.691780591826985674e-05,1.670818903035768743e+00,3.914473713814682624e+18,2.153805570944841984e+18,4.219057034348098512e+01,5.597069055838739499e+06
1.229856773396350134e+00,1.324002383077577116e-01,2.013453589314104767e-05,1.865570287330618582e+00,2.719392634713805312e+18,3.330682474753084928e+18,8.151975519370840573e+01,7.134856244360145181e+06
1.002022011531887635e+00,1.187025158377923162e-01,2.979317464224249851e-05,2.104677213538715286e+00,3.416553611442327552e+18,1.215838353622067712e+18,3.976731055789263536e+01,7.495813226621114649e+06
9.646649391146516761e-01,1.398610018505906938e-01,2.465774509512972060e-05,2.025324242314020751e+00,2.686713421583284224e+18,3.336376793620715520e+18,8.414129785571648767e+01,3.966714507184523158e+06
1.446700100007270784e+00,1.502014487681312960e-01,2.062594774350696810e-05,1.937473215949365057e+00,2.766753483202775552e+18,3.267702202142381056e+18,8.458630265541164306e+01,9.041417589460680261e+06
2.816193879376839959e+01,1.091286610002875520e+18,1.319228400707314309e-44,8.178737029765118385e-17,6.771916618914431668e+54,1.341709581957837598e-18,3.095995160294439717e+38,7.269210095501992264e+00
1.394392703270645129e+00,1.349717482416674663e-01,2.663047787844058910e-05,1.973770700012670520e+00,2.917088237890760704e+18,3.099812070754646016e+18,9.137971164595016660e+01,5.972172936420223676e+06
1.505958006302463792e+00,1.367353593945384027e-01,2.203434510203691244e-05,2.154761286946462295e+00,2.896804497335672832e+18,3.121235428550754304e+18,8.896890658242578809e+01,8.027845772574560717e+06
4.911157440309132767e+02,1.598178404632096239e+01,2.406279200523309430e-07,6.890298066052998049e-02,2.981718970361268142e+20,3.032563759519598800e+16,8.277850922057223215e+03,1.872244089741197240e+05
7.583828965191243832e-01,1.184132588172098210e-01,2.180477224136416107e-05,2.095290185699240748e+00,2.891835634837748736e+18,3.127189883874877952e+18,8.905136737340106379e+01,8.296476995115517639e+06
1.535752600435092541e+00,1.366944780610417354e-01,2.203352074025117607e-05,2.154441438183283264e+00,2.896858006323966976e+18,3.121177636416969728e+18,8.897088446633647152e+01,8.028190012156218290e+06
1.136479199794029560e+00,1.753730046210919824e-01,5.972049136653128916e-05,1.610197144706456474e+00,5.382846636136266752e+18,1.512711664658876672e+18,5.673179884279758767e+01,1.137312629971284792e+07
2.661084013816517668e+01,1.275396342273464560e+41,3.308516775223142236e-51,6.388128105249687994e-02,1.145355029204794332e+68,7.909746565352203556e-32,3.286598604327613521e+51,1.522620508588595337e-14
