lamb, beta, k, delta, p, c, K
-3.831048686921654678e+00,-5.335748952106181164e+00,1.583633942205680434e+00,9.666708232080849506e-01,2.064728838594673821e-01,3.089190010699491840e-01,4.767840060099503025e+06
-3.388302235722965516e+00,-5.349532946137966150e+00,1.673261156677175565e+00,1.173441331564678336e+00,4.128002077709773676e-01,3.102881781730344457e-01,4.767840060099503025e+06
-3.841875739065658379e+00,-5.421274325560874630e+00,1.687620691518785687e+00,1.235463180965379326e+00,5.955433703468331341e-01,4.144154444684308713e-01,4.767840060099503025e+06
-3.937052998588627339e+00,-5.432711766595231140e+00,1.672178400005913224e+00,1.247223558595866866e+00,6.227034316608515141e-01,4.281299153193372509e-01,4.767840060099503025e+06
-3.930313982923845373e+00,-5.434060874874762526e+00,1.672818416216891313e+00,1.245671324066153440e+00,6.230625376816307792e-01,4.285363656380666852e-01,4.767840060099503025e+06
-3.832053917613873040e+00,-5.497363784533557229e+00,1.543238903232298620e+00,1.292843244500170297e+00,7.862757064590183420e-01,4.933904998128899599e-01,4.767840060099503025e+06
-3.726528966698877898e+00,-5.406002549650277267e+00,1.560272836602128788e+00,1.538191981644763784e+00,9.253776258318284764e-01,5.068397278920228066e-01,4.767840060099503025e+06
-3.294460478331181719e+00,-5.657743458591165009e+00,1.751479905685596083e+00,1.495150442073733821e+00,1.041408460385950585e+00,3.567209850348463385e-01,4.767840060099503025e+06
-3.617595141908561018e+00,-5.793185811166747357e+00,1.920389711917769304e+00,1.770541518637985812e+00,1.495964727423131357e+00,4.421444657782250820e-01,4.767840060099503025e+06
-3.102132103802903274e+00,-5.412852888086881364e+00,1.523943691574048742e+00,1.581290870530324355e+00,8.769802133618822548e-01,2.916582833478764680e-01,4.767840060099503025e+06
-2.823147279388408037e+00,-5.426236653637970697e+00,1.624517923684892562e+00,1.375264278532068118e+00,6.437424453924742718e-01,2.140894676072896963e-01,4.767840060099503025e+06
-2.247535261339153045e+00,-5.944804765390361290e+00,1.758338162078417088e+00,9.448733470545872537e-01,7.811226132458912730e-01,2.670424225148394504e-01,4.767840060099503025e+06
-2.609438033367928789e+00,-5.804706745441791327e+00,1.509067542175174026e+00,1.151909036373629291e+00,9.221328511689991236e-01,3.838400386917154017e-01,4.767840060099503025e+06
-2.848739791278553923e+00,-5.851580030802144172e+00,1.471248265846492487e+00,1.278747491614945275e+00,1.054555374127877254e+00,3.406754100100074512e-01,4.767840060099503025e+06
-2.998409855593670681e+00,-5.880973793939066496e+00,1.617690461750209696e+00,1.341575471879029813e+00,1.150365346310646686e+00,3.576791819843740949e-01,4.767840060099503025e+06
-2.793997701533527778e+00,-5.761734018074115227e+00,1.468925248443343046e+00,1.423892667805789936e+00,1.097245995070899038e+00,3.341323370907767210e-01,4.767840060099503025e+06
-2.668361568293535768e+00,-5.647784540800733666e+00,1.569809114198532862e+00,1.583043171245626990e+00,1.095756009200964609e+00,3.016714054614103024e-01,4.767840060099503025e+06
-2.519375187590256804e+00,-5.528496587487687464e+00,1.724235472440527772e+00,1.599860761672428078e+00,9.566107914141044333e-01,2.541132522105000735e-01,4.767840060099503025e+06
-2.958791839474641971e+00,-5.473755997667811179e+00,1.714363702657673016e+00,1.657365028752858294e+00,9.169018792095207093e-01,2.129595282551929869e-01,4.767840060099503025e+06
-2.887150059208819730e+00,-5.746233036834440533e+00,1.907328112395165087e+00,1.279880735284732785e+00,8.749994193221238836e-01,2.574430151617698725e-01,4.767840060099503025e+06
-2.647784006840505633e+00,-5.628514837909322388e+00,1.945332798053583723e+00,1.430999767654101973e+00,9.815178536157791456e-01,3.918213164417788108e-01,4.767840060099503025e+06
-3.049886492036588237e+00,-5.755256704083077324e+00,2.166242549350298141e+00,1.414010639378834533e+00,1.202445217812667444e+00,5.881887820277517109e-01,4.767840060099503025e+06
-3.248016326672694021e+00,-5.659985920779795343e+00,1.543841021026137739e+00,2.038422290904341239e+00,1.597061133000645450e+00,3.996351429960319779e-01,4.767840060099503025e+06
-3.708036898594386344e+00,-5.807456206545261956e+00,1.528203243742492390e+00,2.033917871990485349e+00,1.760360714443163221e+00,4.424470585189821392e-01,4.767840060099503025e+06
-3.562241844527858525e+00,-5.784666182141005919e+00,1.317251115427199970e+00,1.922116960434875566e+00,1.580656221828128372e+00,3.401193650564164339e-01,4.767840060099503025e+06
-3.456551691531465131e+00,-5.838931917400039140e+00,1.835772576517012755e+00,1.621055136346803760e+00,1.309960718778130806e+00,3.281785709565724907e-01,4.767840060099503025e+06
-3.886745926436662835e+00,-6.113085463912515394e+00,1.869837406620604492e+00,1.444628668266674687e+00,1.452142933816033654e+00,3.721049513734464020e-01,4.767840060099503025e+06
-3.613193814067173992e+00,-5.853625052217319435e+00,1.824729543857601222e+00,1.675682266960044409e+00,1.404545501229503834e+00,3.505481041210825599e-01,4.767840060099503025e+06
-3.567729094392519507e+00,-5.717205467868192947e+00,2.092539945276526758e+00,1.588999044180670950e+00,1.183813633730574022e+00,3.554803422558495130e-01,4.767840060099503025e+06
-3.842294180293877925e+00,-5.756986623450594642e+00,2.051402757991268366e+00,1.618893752063039537e+00,1.268830214870563022e+00,4.049257223405721140e-01,4.767840060099503025e+06
-3.842294180293877925e+00,-5.756986623450594642e+00,2.051402757991268366e+00,1.618893752063039537e+00,1.268830214870563022e+00,4.049257223405721140e-01,4.767840060099503025e+06
-3.816213551738893983e+00,-5.709393049798273445e+00,2.246376381231764086e+00,1.689796528443335610e+00,1.271181850803915658e+00,3.864831851477075197e-01,4.767840060099503025e+06
-3.449001939497408742e+00,-5.680305598931422395e+00,2.385018480978250199e+00,1.449875664432759947e+00,1.017703391651394007e+00,3.381901506013171854e-01,4.767840060099503025e+06
-3.778441958200470019e+00,-5.591256351254319412e+00,2.374032339696981797e+00,1.507644772091498719e+00,9.551146505842897927e-01,2.921487463311531196e-01,4.767840060099503025e+06
-3.950337560073693854e+00,-5.559456173400279866e+00,2.475709588123542915e+00,1.622274927468893679e+00,1.019795126336127122e+00,2.894127154021876591e-01,4.767840060099503025e+06
-3.959137868837399488e+00,-5.510235516233638720e+00,2.375070613794661778e+00,1.797437109615004580e+00,1.114797475118431969e+00,2.644157393407416956e-01,4.767840060099503025e+06
-3.878471933822697615e+00,-5.528978041216110029e+00,2.292946170279665186e+00,1.739034143747700156e+00,1.103006729606080594e+00,2.954078246729499591e-01,4.767840060099503025e+06
